PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS50M_MAX,2015,26.25,91.25,8.74,9.11,11.64,11.79,10.62,11.93,14.42,10.08,8.3,8.2,8,8.87,14.42
WS50M_MAX,2015,26.25,91.75,8.14,8.39,10.55,11.15,9.2,10.47,13.62,9.22,7.72,7.33,7.19,7.31,13.62
WS50M_MAX,2015,26.25,92.25,7.86,8.44,10.53,10.69,8.11,9.49,11.57,8.17,7.03,6.01,6.28,5.99,11.79
WS50M_MAX,2015,26.25,92.75,7.14,8.29,10.27,9.97,7.16,8.57,8.93,7.18,6.21,4.95,5.34,5.11,10.27
WS50M_MAX,2015,26.75,90.25,6.05,6.28,9.65,9.57,8.49,9.7,9.87,8.96,7.66,6.31,5.79,5.51,10.22
WS50M_MAX,2015,26.75,90.75,6.23,6.45,9.39,10.02,9.01,10.15,10.49,9.06,7.66,6.4,6.09,5.68,10.66
WS50M_MAX,2015,26.75,91.25,6.58,6.68,8.89,10.32,9.07,10.43,10.72,9.41,6.96,6.59,6.29,6.14,11.56
WS50M_MAX,2015,26.75,91.75,7.09,7.02,8.93,10.45,8.75,10.22,11.43,9.3,7.26,6.92,6.5,6.14,12.17
WS50M_MAX,2015,26.75,92.25,7.87,8.42,10.24,11.11,8.71,10.17,10.48,8.83,7.33,6.19,6.58,5.81,11.9
WS50M_MAX,2015,26.75,92.75,7.89,9.09,10.97,11.37,8.55,9.94,8.95,8.26,6.9,5.58,6.22,5.52,11.56
WS50M_MAX,2015,27.25,90.25,4.89,5.39,6.74,7.64,7.17,8.51,7.59,8.24,6.17,4.97,4.41,4.59,8.68
WS50M_MAX,2015,27.25,90.75,5.09,5.53,6.65,8.24,7.93,9.5,7.61,8.54,6.46,5.16,4.66,4.89,9.57
WS50M_MAX,2015,27.25,91.25,4.69,5.25,5.84,7.99,7.93,9.41,7.27,7.68,5.62,4.78,4.26,4.39,9.41
WS50M_MAX,2015,27.25,91.75,4.98,5.99,6.24,8.75,8.43,9.03,7.15,8.03,5.53,5.51,4.76,5.33,9.27
WS50M_MAX,2015,27.25,92.25,6.49,7.28,8.01,9.51,8.52,9.42,7.24,7.97,6.02,5.6,5.47,5.73,9.71
WS50M_MAX,2015,27.25,92.75,7.33,8.08,9.32,10.3,8.62,9.79,7.17,8.16,6.35,5.64,5.92,5.87,10.38
WS50M_MAX,2015,27.75,90.25,7.51,6.97,8.25,9.5,7.78,9.35,7.51,9.16,6.48,6.66,6.23,7.4,10.23
WS50M_MAX,2015,27.75,90.75,7.97,7.23,8.79,10.71,8.67,10.29,7.88,9.43,6.85,7.45,6.39,8.02,11.77
WS50M_MAX,2015,27.75,91.25,6.02,6.26,6.98,10.12,9.04,9.84,7.31,8.1,6.29,6.49,5.02,6.24,11.26
WS50M_MAX,2015,27.75,91.75,7.88,7.37,8.46,10.99,9.78,9.44,7.01,8.23,6.26,7.49,6.21,8.41,11.22
WS50M_MAX,2015,27.75,92.25,9.14,8.15,9.72,10.81,9.87,9.66,7.57,8.38,6.83,7.14,6.64,8.51,10.92
WS50M_MAX,2015,27.75,92.75,8.76,8.03,9.76,10.07,9.25,9.42,7.56,8.44,6.91,6.4,6.42,7.46,10.22
WS50M_MAX,2015,28.25,90.25,13.24,10.83,12.94,12.41,10.28,10.94,8.45,9.27,7.42,9.23,11.36,13.04,13.97
WS50M_MAX,2015,28.25,90.75,13.34,10.68,13.19,13.25,10.31,10.93,8.96,8.99,7.48,9.7,10.95,13.11,14.63
WS50M_MAX,2015,28.25,91.25,11.53,9.8,11.43,14.11,11.3,11.34,8.26,9.37,8.39,9.21,9.21,10.96,14.22
WS50M_MAX,2015,28.25,91.75,13.35,10.4,13.03,13.36,11.75,11.01,8.05,9.32,7.48,9.55,9.82,12.29,14.42
WS50M_MAX,2015,28.25,92.25,12.46,9.76,12.58,11.61,11.04,10.02,8.42,9.06,7.51,8.43,8.76,11.44,12.99
WS50M_MAX,2015,28.25,92.75,9.85,8.06,10.56,9.66,9.33,8.94,7.96,8.26,7.25,6.94,7.05,9.12,10.6
WS50M_MAX,2016,25.75,90.25,7.65,12.18,10.22,10.67,9.08,7.24,7.89,11,7.15,7.79,5.66,5.96,12.75
WS50M_MAX,2016,25.75,90.75,7.79,11.31,9.67,10.78,8.85,7.37,8.15,10.64,7.33,8.12,6.13,6.03,12.47
WS50M_MAX,2016,25.75,91.25,9.02,12.15,10.58,12.9,11.07,8.96,10.2,14.17,8.35,10.91,7.2,6.73,15.19
WS50M_MAX,2016,25.75,91.75,8.05,11.62,9.93,12.18,10.72,7.98,9.42,12.55,7.25,8.71,6.14,5.95,13.77
WS50M_MAX,2016,25.75,92.25,6.81,10.6,8.88,10.76,9.55,6.89,7.92,9.38,6.26,6.58,5.21,5.23,11.55
WS50M_MAX,2016,25.75,92.75,5.61,9.2,7.75,9.12,8.08,6.11,6.53,6.65,5.49,4.96,4.34,4.46,9.41
WS50M_MAX,2016,26.25,90.25,8.74,13.46,11.13,11.77,10.02,8.39,8.95,11.68,8.35,9.25,5.81,6.45,13.51
WS50M_MAX,2016,26.25,90.75,8.82,12.58,10.79,12.03,10.27,8.6,8.95,11.05,8.42,8.85,6.34,6.62,12.88
WS50M_MAX,2016,26.25,91.25,9.37,12.82,10.97,13.39,10.85,8.94,8.93,12.87,8.66,9.48,7.09,7.47,13.89
WS50M_MAX,2016,26.25,91.75,8.16,12.1,10.69,12.62,10.51,7.78,7.83,10.46,7.62,8.29,6.82,7.25,12.77
WS50M_MAX,2016,26.25,92.25,7.45,12.21,10.77,11.81,9.97,6.78,7.31,8.26,6.81,6.4,6,6.15,12.45
WS50M_MAX,2016,26.25,92.75,6.79,11.8,10.3,10.92,9.26,6.39,6.95,6.55,6.11,4.93,5.3,5.04,11.8
WS50M_MAX,2016,26.75,90.25,7.09,10.43,9.13,9.52,9.12,7.9,8.4,9.74,7.44,7.36,4.65,5.84,10.88
WS50M_MAX,2016,26.75,90.75,6.66,9.66,9.06,9.89,9.69,8.12,8.34,9.54,7.52,7.55,4.93,5.71,10.79
WS50M_MAX,2016,26.75,91.25,6.68,9.78,8.88,10.34,9.35,8.36,7.66,9.57,7.76,7.97,5.39,5.87,10.94
WS50M_MAX,2016,26.75,91.75,6.84,9.8,9.33,10.78,10.11,7.92,7.5,8.45,7.53,7.38,5.85,6.01,11.19
WS50M_MAX,2016,26.75,92.25,7.31,11.21,10.54,11.48,10.15,7.68,8.14,7.42,7.62,6.6,5.67,5.8,12.02
WS50M_MAX,2016,26.75,92.75,7.34,12.06,11.09,11.82,10.11,7.57,8.53,6.46,7.46,5.96,5.53,5.39,12.42
WS50M_MAX,2016,27.25,90.25,5.31,6.63,7.03,7.3,7.97,6.82,6.54,6.08,6.08,5.13,3.66,4.89,8.18
WS50M_MAX,2016,27.25,90.75,5.33,6.29,7.26,7.61,8.7,7.07,6.57,5.93,5.89,5.07,3.8,4.83,8.7
WS50M_MAX,2016,27.25,91.25,4.93,5.83,6.7,7.1,8.48,7.13,6.44,5.98,5.62,4.8,3.96,4.14,8.48
WS50M_MAX,2016,27.25,91.75,6,6.61,7.14,8.13,9.66,7.52,6.38,5.85,5.72,4.82,3.95,4.24,9.66
WS50M_MAX,2016,27.25,92.25,6.72,8.12,8.41,9.77,9.49,7.69,7.28,5.7,6.49,5.5,4.26,5.04,10.39
WS50M_MAX,2016,27.25,92.75,6.99,9.14,9.48,10.59,9.55,7.72,8.12,5.51,7,6.22,4.63,5.54,10.65
WS50M_MAX,2016,27.75,90.25,8.48,8.04,9.05,9.06,9.35,7.31,6.69,6.41,7.08,7.03,5.56,7.73,9.86
WS50M_MAX,2016,27.75,90.75,9.11,8.26,9.5,8.98,10.05,7.59,6.8,6.32,6.87,7.09,5.85,7.91,10.74
WS50M_MAX,2016,27.75,91.25,6.53,6.43,7.27,6.9,9.57,7.32,7.02,6.32,6.23,6.42,5.19,6.56,9.57
WS50M_MAX,2016,27.75,91.75,8.83,7.32,8.5,8.28,10.26,8.07,7.16,5.86,6.59,6.76,5.83,7.27,10.88
WS50M_MAX,2016,27.75,92.25,9.66,8.1,9.35,9.83,10.25,8.16,8,6.32,6.99,7.51,6.25,7.84,11.39
WS50M_MAX,2016,27.75,92.75,8.49,7.94,9.37,9.68,9.82,7.86,8.15,6.16,6.82,7.43,5.71,7.11,10.66
WS50M_MAX,2016,28.25,90.25,14.78,14.02,12.63,13.12,11.81,7.69,8.08,7,9.16,10.8,10.17,13.41,14.81
WS50M_MAX,2016,28.25,90.75,14.94,13.99,12.52,12.32,12.51,7.79,8.07,6.98,9.07,10.89,10.35,13.15,15.24
WS50M_MAX,2016,28.25,91.25,12.61,11.49,10.93,10.11,12.62,8.78,8.94,7.51,9.54,10.48,9.58,11.68,13.85
WS50M_MAX,2016,28.25,91.75,14.19,12.12,12.11,10.76,12.6,8.09,8.36,6.86,9.15,10.82,10.38,12.33,14.44
WS50M_MAX,2016,28.25,92.25,13.66,11.42,11.8,10.24,11.52,7.51,8.36,7.37,7.78,10.36,9.68,11.64,13.66
WS50M_MAX,2016,28.25,92.75,10.28,9.15,9.94,8.48,10.08,7.2,8.01,7.04,6.55,8.65,7.55,8.93,11.42
WS50M_MIN,2015,25.75,90.25,0.12,0.11,0.2,0.26,0.63,0.59,0.25,0.31,0.23,0.12,0.14,0.07,0.06
WS50M_MIN,2015,25.75,90.75,0.11,0.14,0.36,0.14,0.22,0.47,0.23,0.31,0.21,0.14,0.2,0.1,0.06
WS50M_MIN,2015,25.75,91.25,0.08,0.09,0.29,0.16,0.39,0.46,0.29,0.11,0.22,0.16,0.09,0.14,0.06
WS50M_MIN,2015,25.75,91.75,0.16,0.09,0.26,0.18,0.24,0.63,0.24,0.26,0.12,0.13,0.17,0.11,0.05
WS50M_MIN,2015,25.75,92.25,0.1,0.11,0.13,0.14,0.31,0.85,0.16,0.23,0.14,0.11,0.15,0.08,0.04
WS50M_MIN,2015,25.75,92.75,0.08,0.1,0.08,0.14,0.35,0.8,0.13,0.16,0.14,0.09,0.1,0.07,0.03
WS50M_MIN,2015,26.25,90.25,0.11,0.13,0.2,0.15,0.45,0.35,0.15,0.2,0.25,0.11,0.15,0.09,0.05
WS50M_MIN,2015,26.25,90.75,0.1,0.18,0.28,0.13,0.25,0.29,0.11,0.25,0.22,0.14,0.19,0.13,0.05
WS50M_MIN,2015,26.25,91.25,0.1,0.06,0.16,0.23,0.24,0.21,0.07,0.32,0.28,0.15,0.14,0.2,0.05
WS50M_MIN,2015,26.25,91.75,0.09,0.17,0.24,0.17,0.19,0.25,0.13,0.28,0.19,0.21,0.24,0.16,0.06
WS50M_MIN,2015,26.25,92.25,0.08,0.11,0.15,0.1,0.16,0.33,0.18,0.16,0.12,0.16,0.18,0.14,0.04
WS50M_MIN,2015,26.25,92.75,0.09,0.05,0.09,0.11,0.24,0.33,0.22,0.1,0.07,0.09,0.16,0.12,0.03
WS50M_MIN,2015,26.75,90.25,0.09,0.11,0.18,0.18,0.21,0.32,0.08,0.21,0.2,0.11,0.14,0.08,0.05
WS50M_MIN,2015,26.75,90.75,0.05,0.1,0.18,0.16,0.21,0.33,0.1,0.31,0.16,0.12,0.16,0.1,0.03
WS50M_MIN,2015,26.75,91.25,0.08,0.07,0.14,0.17,0.21,0.39,0.14,0.38,0.25,0.13,0.2,0.16,0.03
WS50M_MIN,2015,26.75,91.75,0.14,0.17,0.22,0.14,0.26,0.21,0.18,0.27,0.24,0.22,0.19,0.14,0.07
WS50M_MIN,2015,26.75,92.25,0.14,0.16,0.19,0.19,0.21,0.24,0.24,0.2,0.17,0.16,0.15,0.13,0.07
WS50M_MIN,2015,26.75,92.75,0.14,0.12,0.14,0.22,0.17,0.28,0.3,0.14,0.13,0.11,0.21,0.12,0.05
WS50M_MIN,2015,27.25,90.25,0.11,0.12,0.13,0.15,0.12,0.22,0.12,0.16,0.09,0.11,0.12,0.07,0.03
WS50M_MIN,2015,27.25,90.75,0.1,0.15,0.12,0.21,0.12,0.37,0.12,0.18,0.17,0.12,0.12,0.1,0.03
WS50M_MIN,2015,27.25,91.25,0.13,0.16,0.13,0.11,0.04,0.36,0.21,0.21,0.19,0.06,0.18,0.13,0.03
WS50M_MIN,2015,27.25,91.75,0.15,0.13,0.13,0.22,0.29,0.14,0.25,0.14,0.14,0.1,0.11,0.14,0.06
WS50M_MIN,2015,27.25,92.25,0.14,0.16,0.12,0.3,0.28,0.11,0.26,0.15,0.16,0.1,0.1,0.11,0.06
WS50M_MIN,2015,27.25,92.75,0.15,0.14,0.14,0.27,0.21,0.19,0.23,0.14,0.18,0.12,0.16,0.08,0.06
WS50M_MIN,2015,27.75,90.25,0.13,0.13,0.1,0.18,0.12,0.17,0.12,0.2,0.12,0.17,0.21,0.2,0.04
WS50M_MIN,2015,27.75,90.75,0.14,0.23,0.15,0.3,0.14,0.17,0.11,0.2,0.2,0.14,0.34,0.32,0.05
WS50M_MIN,2015,27.75,91.25,0.19,0.16,0.14,0.12,0.12,0.14,0.14,0.25,0.16,0.1,0.18,0.09,0.02
WS50M_MIN,2015,27.75,91.75,0.19,0.11,0.09,0.19,0.26,0.16,0.18,0.13,0.12,0.1,0.13,0.19,0.05
WS50M_MIN,2015,27.75,92.25,0.22,0.35,0.11,0.24,0.29,0.15,0.26,0.11,0.15,0.11,0.29,0.2,0.08
WS50M_MIN,2015,27.75,92.75,0.19,0.36,0.14,0.19,0.28,0.16,0.22,0.09,0.15,0.11,0.28,0.13,0.07
WS50M_MIN,2015,28.25,90.25,0.4,0.18,0.13,0.17,0.15,0.23,0.12,0.21,0.2,0.23,0.27,0.57,0.05
WS50M_MIN,2015,28.25,90.75,0.29,0.31,0.25,0.34,0.15,0.18,0.14,0.22,0.24,0.18,0.49,0.62,0.07
WS50M_MIN,2015,28.25,91.25,0.13,0.48,0.2,0.39,0.17,0.19,0.08,0.36,0.16,0.11,0.59,0.46,0.04
WS50M_MIN,2015,28.25,91.75,0.24,0.34,0.21,0.21,0.2,0.19,0.22,0.19,0.28,0.21,0.35,0.41,0.1
WS50M_MIN,2015,28.25,92.25,0.3,0.49,0.32,0.21,0.24,0.22,0.23,0.16,0.21,0.2,0.43,0.44,0.11
WS50M_MIN,2015,28.25,92.75,0.22,0.43,0.27,0.16,0.23,0.18,0.18,0.11,0.14,0.14,0.33,0.3,0.07
WS50M_MIN,2016,25.75,90.25,0.21,0.14,0.23,0.75,0.45,0.8,0.25,0.14,0.15,0.14,0.11,0.17,0.05
WS50M_MIN,2016,25.75,90.75,0.2,0.2,0.2,0.59,0.47,0.65,0.32,0.17,0.11,0.09,0.13,0.19,0.06
WS50M_MIN,2016,25.75,91.25,0.09,0.25,0.35,0.49,0.21,0.36,0.18,0.24,0.12,0.04,0.18,0.13,0.03
WS50M_MIN,2016,25.75,91.75,0.14,0.14,0.38,0.54,0.18,0.18,0.3,0.14,0.15,0.05,0.12,0.13,0.04
WS50M_MIN,2016,25.75,92.25,0.1,0.1,0.25,0.38,0.18,0.13,0.32,0.16,0.13,0.08,0.08,0.09,0.03
WS50M_MIN,2016,25.75,92.75,0.06,0.09,0.12,0.39,0.19,0.18,0.25,0.16,0.1,0.08,0.06,0.08,0.02
WS50M_MIN,2016,26.25,90.25,0.15,0.24,0.23,0.32,0.18,0.62,0.26,0.16,0.15,0.19,0.16,0.15,0.06
WS50M_MIN,2016,26.25,90.75,0.2,0.3,0.2,0.46,0.13,0.4,0.26,0.17,0.15,0.24,0.12,0.2,0.08
WS50M_MIN,2016,26.25,91.25,0.13,0.31,0.23,0.59,0.09,0.19,0.14,0.17,0.21,0.18,0.12,0.12,0.03
WS50M_MIN,2016,26.25,91.75,0.14,0.35,0.24,0.31,0.19,0.17,0.31,0.09,0.19,0.07,0.12,0.12,0.03
WS50M_MIN,2016,26.25,92.25,0.1,0.21,0.17,0.15,0.21,0.13,0.42,0.12,0.1,0.08,0.09,0.09,0.03
WS50M_MIN,2016,26.25,92.75,0.06,0.15,0.1,0.18,0.19,0.13,0.31,0.12,0.05,0.09,0.11,0.09,0.02
WS50M_MIN,2016,26.75,90.25,0.11,0.19,0.26,0.15,0.14,0.24,0.2,0.08,0.13,0.14,0.12,0.1,0.04
WS50M_MIN,2016,26.75,90.75,0.15,0.22,0.18,0.16,0.11,0.27,0.1,0.12,0.14,0.23,0.09,0.09,0.06
WS50M_MIN,2016,26.75,91.25,0.12,0.14,0.11,0.22,0.05,0.17,0.08,0.09,0.18,0.19,0.09,0.09,0.04
WS50M_MIN,2016,26.75,91.75,0.13,0.37,0.17,0.16,0.27,0.18,0.22,0.14,0.16,0.11,0.12,0.1,0.04
WS50M_MIN,2016,26.75,92.25,0.12,0.35,0.13,0.19,0.23,0.14,0.36,0.14,0.11,0.09,0.1,0.1,0.05
WS50M_MIN,2016,26.75,92.75,0.1,0.3,0.09,0.27,0.16,0.1,0.31,0.12,0.07,0.09,0.15,0.12,0.05
WS50M_MIN,2016,27.25,90.25,0.11,0.12,0.22,0.11,0.1,0.18,0.19,0.11,0.13,0.17,0.07,0.07,0.02
WS50M_MIN,2016,27.25,90.75,0.15,0.18,0.27,0.16,0.07,0.26,0.1,0.18,0.1,0.15,0.08,0.12,0.03
WS50M_MIN,2016,27.25,91.25,0.16,0.2,0.11,0.09,0.12,0.12,0.14,0.18,0.14,0.2,0.15,0.14,0.07
WS50M_MIN,2016,27.25,91.75,0.1,0.17,0.21,0.15,0.25,0.1,0.17,0.16,0.12,0.18,0.1,0.06,0.05
WS50M_MIN,2016,27.25,92.25,0.11,0.24,0.14,0.2,0.18,0.09,0.2,0.19,0.12,0.15,0.1,0.07,0.06
WS50M_MIN,2016,27.25,92.75,0.09,0.27,0.09,0.19,0.13,0.1,0.19,0.16,0.1,0.13,0.13,0.1,0.05
WS50M_MIN,2016,27.75,90.25,0.19,0.22,0.16,0.18,0.1,0.11,0.22,0.16,0.19,0.17,0.13,0.22,0.02
WS50M_MIN,2016,27.75,90.75,0.36,0.29,0.26,0.29,0.1,0.13,0.11,0.15,0.2,0.17,0.16,0.42,0.03
WS50M_MIN,2016,27.75,91.25,0.2,0.21,0.12,0.08,0.13,0.16,0.16,0.22,0.19,0.28,0.14,0.16,0.08
WS50M_MIN,2016,27.75,91.75,0.17,0.15,0.23,0.12,0.13,0.08,0.11,0.18,0.15,0.15,0.08,0.1,0.04
WS50M_MIN,2016,27.75,92.25,0.29,0.16,0.18,0.16,0.19,0.16,0.16,0.21,0.29,0.19,0.11,0.17,0.09
WS50M_MIN,2016,27.75,92.75,0.24,0.15,0.11,0.15,0.18,0.19,0.16,0.18,0.25,0.17,0.11,0.16,0.08
WS50M_MIN,2016,28.25,90.25,0.36,0.44,0.19,0.34,0.17,0.23,0.11,0.12,0.22,0.15,0.26,0.39,0.04
WS50M_MIN,2016,28.25,90.75,0.54,0.4,0.23,0.54,0.24,0.2,0.14,0.07,0.28,0.3,0.42,0.59,0.06
WS50M_MIN,2016,28.25,91.25,0.32,0.38,0.19,0.27,0.16,0.35,0.29,0.21,0.2,0.35,0.32,0.18,0.13
WS50M_MIN,2016,28.25,91.75,0.37,0.22,0.49,0.32,0.19,0.18,0.19,0.2,0.23,0.48,0.27,0.15,0.1
WS50M_MIN,2016,28.25,92.25,0.42,0.15,0.33,0.3,0.25,0.22,0.16,0.21,0.37,0.37,0.19,0.19,0.11
WS50M_MIN,2016,28.25,92.75,0.3,0.1,0.13,0.23,0.2,0.22,0.15,0.17,0.3,0.18,0.1,0.16,0.09
PRECTOTCORR,2015,25.75,90.25,0,0,0,6.33,8.96,15.82,10.55,14.77,10.55,0,0,0,5.27
PRECTOTCORR,2015,25.75,90.75,0,0,0,8.44,11.07,15.29,11.07,13.71,10.55,0,0,0,5.27
PRECTOTCORR,2015,25.75,91.25,0,0,0,10.55,13.18,13.18,13.18,15.82,10.55,0,0,0,5.27
PRECTOTCORR,2015,25.75,91.75,0,0,0,10.55,13.18,13.18,13.18,13.71,10.55,0,0,0,5.27
PRECTOTCORR,2015,25.75,92.25,0,0,0,8.96,13.18,13.18,13.18,13.18,8.96,0,0,0,5.27
PRECTOTCORR,2015,25.75,92.75,0,0,0,6.86,12.13,12.13,12.13,12.13,6.86,0,0,0,5.27
PRECTOTCORR,2015,26.25,90.25,0,0,0,5.27,7.38,13.18,10.55,14.77,10.55,0,0,0,5.27
PRECTOTCORR,2015,26.25,90.75,0,0,0,5.8,10.55,12.66,10.55,13.18,10.55,0,0,0,5.27
PRECTOTCORR,2015,26.25,91.25,0,0,0,7.91,10.55,10.55,10.55,13.18,10.55,0,0,0,5.27
PRECTOTCORR,2015,26.25,91.75,0,0,0,7.91,10.55,10.55,10.55,11.07,10.55,0,0,0,5.27
PRECTOTCORR,2015,26.25,92.25,0,0,0,6.33,10.55,10.55,10.55,10.55,7.38,0,0,0,5.27
PRECTOTCORR,2015,26.25,92.75,0,0,0,5.27,10.55,11.6,10.55,10.55,5.27,0,0,0,5.27
PRECTOTCORR,2015,26.75,90.25,0,0,0,5.27,6.33,10.55,8.96,13.18,10.55,0,0,0,5.27
PRECTOTCORR,2015,26.75,90.75,0,0,0,5.27,8.44,10.55,10.55,12.66,10.55,0,0,0,5.27
PRECTOTCORR,2015,26.75,91.25,0,0,0,5.27,10.55,10.55,10.55,10.55,10.55,0,0,0,5.27
PRECTOTCORR,2015,26.75,91.75,0,0,0,5.27,10.55,10.55,10.55,10.55,8.44,0,0,0,5.27
PRECTOTCORR,2015,26.75,92.25,0,0,0,5.27,10.55,10.55,10.55,10.55,6.33,0,0,0,5.27
PRECTOTCORR,2015,26.75,92.75,0,0,0,5.27,10.55,12.66,10.55,11.6,5.27,0,0,0,5.27
PRECTOTCORR,2015,27.25,90.25,0,0,0,2.64,3.69,7.91,6.33,7.91,7.91,0,0,0,3.69
PRECTOTCORR,2015,27.25,90.75,0,0,0,3.16,5.8,7.91,7.91,7.91,7.91,0,0,0,4.75
PRECTOTCORR,2015,27.25,91.25,0,0,0,5.27,7.91,7.91,7.91,7.91,7.91,0,0,0,2.64
PRECTOTCORR,2015,27.25,91.75,0,0,0,5.27,7.91,7.91,7.91,7.91,5.8,0,0,0,4.75
PRECTOTCORR,2015,27.25,92.25,0,0,0,5.27,7.91,9.49,7.91,9.49,5.27,0,0,0,5.27
PRECTOTCORR,2015,27.25,92.75,0,0,0,5.27,8.96,12.66,8.96,12.66,5.27,0,0,0,5.27
PRECTOTCORR,2015,27.75,90.25,0,0,0,0,1.05,2.64,5.27,5.27,2.64,0,0,0,1.05
PRECTOTCORR,2015,27.75,90.75,0,0,0,0.53,2.64,2.64,4.75,5.27,2.64,0,0,0,2.11
PRECTOTCORR,2015,27.75,91.25,0,0,0,2.64,2.64,2.64,2.64,5.27,2.64,0,0,0,0
PRECTOTCORR,2015,27.75,91.75,0,0,0,2.64,2.64,4.75,2.64,5.27,2.64,0,0,0,2.11
PRECTOTCORR,2015,27.75,92.25,0,0,0,2.64,4.22,6.86,4.22,6.86,2.64,0,0,0,2.64
PRECTOTCORR,2015,27.75,92.75,0,0,0,3.69,6.33,10.02,6.33,10.02,3.69,0,0,0,3.69
PRECTOTCORR,2015,28.25,90.25,0,0,0,0,0,0,2.64,5.27,0,0,0,0,0
PRECTOTCORR,2015,28.25,90.75,0,0,0,0,0,0,2.11,5.27,0,0,0,0,0
PRECTOTCORR,2015,28.25,91.25,0,0,0,0,0,0,0,5.27,0,0,0,0,0
PRECTOTCORR,2015,28.25,91.75,0,0,0,0,0,2.11,0,5.27,0,0,0,0,0
PRECTOTCORR,2015,28.25,92.25,0,0,0,0,1.58,2.64,1.58,5.27,0,0,0,0,0
PRECTOTCORR,2015,28.25,92.75,0,0,0,1.05,3.69,4.75,3.69,6.33,2.11,0,0,0,1.05
PRECTOTCORR,2016,25.75,90.25,0,0,5.27,7.38,13.18,13.18,22.15,5.27,13.18,5.27,0,0,6.33
PRECTOTCORR,2016,25.75,90.75,0,0,4.75,12.13,13.71,13.18,24.79,5.8,12.13,5.27,0,0,7.91
PRECTOTCORR,2016,25.75,91.25,0,0,2.64,18.46,15.82,13.18,29,7.91,7.91,5.27,0,0,7.91
PRECTOTCORR,2016,25.75,91.75,0,0,2.64,18.46,15.82,13.18,29,7.91,7.91,5.27,0,0,7.91
PRECTOTCORR,2016,25.75,92.25,0,0,1.05,15.29,14.24,11.6,22.68,6.33,7.91,3.69,0,0,7.91
PRECTOTCORR,2016,25.75,92.75,0,0,0,11.07,12.13,8.44,15.29,5.27,6.86,1.58,0,0,6.86
PRECTOTCORR,2016,26.25,90.25,0,0,5.27,7.38,10.55,13.71,20.04,5.27,9.49,5.27,0,0,5.27
PRECTOTCORR,2016,26.25,90.75,0,0,4.22,11.6,10.55,10.55,18.46,4.75,7.38,4.75,0,0,5.27
PRECTOTCORR,2016,26.25,91.25,0,0,0,15.82,10.55,10.55,18.46,2.64,5.27,2.64,0,0,5.27
PRECTOTCORR,2016,26.25,91.75,0,0,0,15.82,10.55,10.55,16.35,2.64,5.27,2.64,0,0,5.27
PRECTOTCORR,2016,26.25,92.25,0,0,0,12.66,10.55,8.96,12.66,4.22,5.27,1.05,0,0,5.27
PRECTOTCORR,2016,26.25,92.75,0,0,0,8.44,9.49,6.86,10.55,5.27,5.27,0,0,0,5.27
PRECTOTCORR,2016,26.75,90.25,0,0,2.64,7.38,10.55,13.71,17.4,5.27,6.86,5.27,0,0,5.27
PRECTOTCORR,2016,26.75,90.75,0,0,2.11,11.6,10.55,10.55,15.29,4.22,5.27,4.22,0,0,5.27
PRECTOTCORR,2016,26.75,91.25,0,0,0,15.82,10.55,10.55,13.18,0,5.27,0,0,0,5.27
PRECTOTCORR,2016,26.75,91.75,0,0,0,13.71,10.55,10.55,11.07,0,5.27,0,0,0,5.27
PRECTOTCORR,2016,26.75,92.25,0,0,0,11.6,8.96,7.38,10.55,3.16,5.27,0,0,0,5.27
PRECTOTCORR,2016,26.75,92.75,0,0,0,9.49,7.91,6.33,11.6,5.27,6.33,1.05,0,0,5.27
PRECTOTCORR,2016,27.25,90.25,0,0,0,6.33,7.91,9.49,13.18,5.27,5.27,2.64,0,0,5.27
PRECTOTCORR,2016,27.25,90.75,0,0,0,8.44,7.91,7.91,12.13,4.22,5.27,2.11,0,0,4.75
PRECTOTCORR,2016,27.25,91.25,0,0,0,10.55,7.91,7.91,7.91,0,5.27,0,0,0,2.64
PRECTOTCORR,2016,27.25,91.75,0,0,0,8.44,7.91,7.91,7.91,0,3.16,0,0,0,4.75
PRECTOTCORR,2016,27.25,92.25,0,0,0,7.91,6.33,6.33,9.49,3.16,4.22,0,0,0,5.27
PRECTOTCORR,2016,27.25,92.75,0,0,0,7.91,6.33,7.38,12.66,5.27,7.38,2.11,0,0,5.27
PRECTOTCORR,2016,27.75,90.25,0,0,0,2.64,2.64,5.27,7.91,4.22,4.22,0,0,0,2.64
PRECTOTCORR,2016,27.75,90.75,0,0,0,2.64,2.64,5.27,7.38,2.11,2.64,0,0,0,2.11
PRECTOTCORR,2016,27.75,91.25,0,0,0,2.64,2.64,5.27,5.27,0,2.64,0,0,0,0
PRECTOTCORR,2016,27.75,91.75,0,0,0,2.64,2.64,5.27,5.27,0,0.53,0,0,0,2.11
PRECTOTCORR,2016,27.75,92.25,0,0,0,2.64,2.64,5.27,6.86,1.58,1.58,0,0,0,2.64
PRECTOTCORR,2016,27.75,92.75,0,0,0,3.69,3.69,7.38,10.02,3.69,4.75,1.05,0,0,3.69
PRECTOTCORR,2016,28.25,90.25,0,0,0,0,0,5.27,5.27,1.58,1.58,0,0,0,0
PRECTOTCORR,2016,28.25,90.75,0,0,0,0,0,5.27,5.27,0,0,0,0,0,0
